site.sp,sp,site,median.coeff,ind95,ind80,cont,rls,mass,class,guild,sitesp,nyears,Category,T75_Loss_SampleArea_Ha,T75_Loss_SampleArea_Pct,T75_Loss_SampleArea_Ha_Round,T75_Loss_SampleArea_Pct_Round,T75_Loss_ZOI_Ha,T75_Loss_ZOI_Pct,T75_Loss_ZOI_Ha_Round,T75_Loss_ZOI_Pct_Round,poaching_level,protection_level,site_type
Puma concolor-MAN,Puma concolor,MAN,0.7282385,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Puma concolor-VB,Puma concolor,VB,-0.009896141,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Puma concolor-YAN,Puma concolor,YAN,-0.270712205,stable,stable,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Puma concolor-YAS,Puma concolor,YAS,0.563788675,increasing,increasing,LA,LC,51600,MAMMALIA,Carnivore,Puma concolor-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Puma yagouaroundi-BCI,Puma yagouaroundi,BCI,0.178089533,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Puma yagouaroundi-CAX,Puma yagouaroundi,CAX,1.259075163,stable,increasing,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Puma yagouaroundi-COU,Puma yagouaroundi,COU,-0.843476913,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Puma yagouaroundi-CSN,Puma yagouaroundi,CSN,0.117346061,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Puma yagouaroundi-MAN,Puma yagouaroundi,MAN,23.44152321,stable,increasing,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Puma yagouaroundi-VB,Puma yagouaroundi,VB,-0.195170293,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Puma yagouaroundi-YAN,Puma yagouaroundi,YAN,-0.197384734,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Puma yagouaroundi-YAS,Puma yagouaroundi,YAS,-0.236160767,stable,stable,LA,LC,8400,MAMMALIA,Carnivore,Puma yagouaroundi-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Rattus rattus-RNF,Rattus rattus,RNF,0.220386233,increasing,increasing,AF,LC,280,MAMMALIA,Omnivore,Rattus rattus-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Rhinosciurus laticaudatus-PSH,Rhinosciurus laticaudatus,PSH,3.70E-16,stable,stable,AS,NT,221,MAMMALIA,Herbivore,Rhinosciurus laticaudatus-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Rhizomys sumatrensis-PSH,Rhizomys sumatrensis,PSH,-1.547129579,stable,decreasing,AS,LC,250,MAMMALIA,Herbivore,Rhizomys sumatrensis-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Rhynchocyon cirnei-UDZ,Rhynchocyon cirnei,UDZ,-0.361988905,stable,decreasing,AF,NT,490,MAMMALIA,Insectivore,Rhynchocyon cirnei-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Rhynchocyon udzungwensis-UDZ,Rhynchocyon udzungwensis,UDZ,-0.038313587,stable,stable,AF,VU,750,MAMMALIA,Insectivore,Rhynchocyon udzungwensis-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Rollulus rouloul-BBS,Rollulus rouloul,BBS,0.881323236,increasing,increasing,AS,NT,217,AVES,Omnivore,Rollulus rouloul-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Rusa unicolor-BBS,Rusa unicolor,BBS,-0.481784309,decreasing,decreasing,AS,VU,211620,MAMMALIA,Herbivore,Rusa unicolor-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Rusa unicolor-PSH,Rusa unicolor,PSH,1.031318468,increasing,increasing,AS,VU,211620,MAMMALIA,Herbivore,Rusa unicolor-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Sciurus granatensis-BCI,Sciurus granatensis,BCI,0.074171154,stable,stable,LA,LC,250,MAMMALIA,Herbivore,Sciurus granatensis-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Sciurus granatensis-VB,Sciurus granatensis,VB,-0.128518258,stable,stable,LA,LC,250,MAMMALIA,Herbivore,Sciurus granatensis-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Sciurus ignitus-COU,Sciurus ignitus,COU,-0.201740051,stable,stable,LA,DD,190,MAMMALIA,Herbivore,Sciurus ignitus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Sciurus igniventris-COU,Sciurus igniventris,COU,0.658483545,stable,stable,LA,LC,700,MAMMALIA,Herbivore,Sciurus igniventris-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Sciurus igniventris-YAS,Sciurus igniventris,YAS,-0.848239707,decreasing,decreasing,LA,LC,700,MAMMALIA,Herbivore,Sciurus igniventris-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Sciurus spadiceus-COU,Sciurus spadiceus,COU,2.235416945,increasing,increasing,LA,LC,403,MAMMALIA,Herbivore,Sciurus spadiceus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Sciurus spadiceus-YAN,Sciurus spadiceus,YAN,1.093706252,increasing,increasing,LA,LC,403,MAMMALIA,Herbivore,Sciurus spadiceus-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Setifer setosus-RNF,Setifer setosus,RNF,0.23424609,stable,increasing,AF,LC,213,MAMMALIA,Insectivore,Setifer setosus-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Smutsia gigantea-NNN,Smutsia gigantea,NNN,0.289950381,stable,increasing,AF,NT,12500,MAMMALIA,Insectivore,Smutsia gigantea-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Speothos venaticus-CSN,Speothos venaticus,CSN,0.05774018,stable,stable,LA,NT,6000,MAMMALIA,Carnivore,Speothos venaticus-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Speothos venaticus-YAS,Speothos venaticus,YAS,0.139244179,stable,stable,LA,NT,6000,MAMMALIA,Carnivore,Speothos venaticus-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Sundasciurus hippurus-PSH,Sundasciurus hippurus,PSH,-0.658483545,stable,stable,AS,NT,500,MAMMALIA,Herbivore,Sundasciurus hippurus-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Sus scrofa-BBS,Sus scrofa,BBS,-0.281452291,stable,decreasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Sus scrofa-NAK,Sus scrofa,NAK,0.239500006,increasing,increasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Sus scrofa-PSH,Sus scrofa,PSH,0.507982603,increasing,increasing,AS,LC,117286,MAMMALIA,Omnivore,Sus scrofa-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Sylvilagus brasiliensis-BCI,Sylvilagus brasiliensis,BCI,4.11E-17,stable,stable,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Sylvilagus brasiliensis-COU,Sylvilagus brasiliensis,COU,-0.261366506,stable,stable,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Sylvilagus brasiliensis-YAS,Sylvilagus brasiliensis,YAS,-0.430611465,stable,decreasing,LA,LC,950,MAMMALIA,Herbivore,Sylvilagus brasiliensis-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Syncerus caffer-NNN,Syncerus caffer,NNN,-0.223987851,stable,stable,AF,LC,580003,MAMMALIA,Herbivore,Syncerus caffer-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Syncerus caffer-UDZ,Syncerus caffer,UDZ,0.059184313,stable,stable,AF,LC,580003,MAMMALIA,Herbivore,Syncerus caffer-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Tamandua mexicana-BCI,Tamandua mexicana,BCI,-0.201552986,stable,stable,LA,LC,4210,MAMMALIA,Insectivore,Tamandua mexicana-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Tamandua mexicana-VB,Tamandua mexicana,VB,-0.129786499,stable,stable,LA,LC,4210,MAMMALIA,Insectivore,Tamandua mexicana-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Tamandua tetradactyla-CAX,Tamandua tetradactyla,CAX,-1.78E-17,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tamandua tetradactyla-COU,Tamandua tetradactyla,COU,0.224687848,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tamandua tetradactyla-CSN,Tamandua tetradactyla,CSN,-0.329673112,stable,decreasing,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Tamandua tetradactyla-MAN,Tamandua tetradactyla,MAN,-1.133098465,stable,decreasing,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Tamandua tetradactyla-YAN,Tamandua tetradactyla,YAN,1.090137979,increasing,increasing,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Tamandua tetradactyla-YAS,Tamandua tetradactyla,YAS,-0.020876354,stable,stable,LA,LC,5515,MAMMALIA,Insectivore,Tamandua tetradactyla-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Tapirus bairdii-BCI,Tapirus bairdii,BCI,0.205756199,stable,stable,LA,EN,225000,MAMMALIA,Herbivore,Tapirus bairdii-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Tapirus bairdii-VB,Tapirus bairdii,VB,-0.058147546,stable,stable,LA,EN,225000,MAMMALIA,Herbivore,Tapirus bairdii-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Tapirus indicus-BBS,Tapirus indicus,BBS,0.052947397,stable,stable,AS,EN,296250,MAMMALIA,Herbivore,Tapirus indicus-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Tapirus indicus-PSH,Tapirus indicus,PSH,0.900681287,increasing,increasing,AS,EN,296250,MAMMALIA,Herbivore,Tapirus indicus-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Tapirus terrestris-CAX,Tapirus terrestris,CAX,0.187342439,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tapirus terrestris-COU,Tapirus terrestris,COU,0.440825551,increasing,increasing,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tapirus terrestris-CSN,Tapirus terrestris,CSN,-0.01533431,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Tapirus terrestris-MAN,Tapirus terrestris,MAN,0.066691374,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Tapirus terrestris-VB,Tapirus terrestris,VB,0.171925755,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Tapirus terrestris-YAN,Tapirus terrestris,YAN,3.44E-16,stable,stable,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Tapirus terrestris-YAS,Tapirus terrestris,YAS,0.325118104,stable,increasing,LA,VU,207501,MAMMALIA,Herbivore,Tapirus terrestris-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Tayassu pecari-CAX,Tayassu pecari,CAX,0.540480498,stable,increasing,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tayassu pecari-COU,Tayassu pecari,COU,-1.657516021,decreasing,decreasing,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tayassu pecari-CSN,Tayassu pecari,CSN,0.184605733,stable,increasing,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Tayassu pecari-MAN,Tayassu pecari,MAN,1.133098465,stable,stable,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Tayassu pecari-YAS,Tayassu pecari,YAS,-0.434124601,stable,stable,LA,VU,32234,MAMMALIA,Omnivore,Tayassu pecari-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Tenrec ecaudatus-RNF,Tenrec ecaudatus,RNF,0.042177983,stable,stable,AF,LC,868,MAMMALIA,Omnivore,Tenrec ecaudatus-RNF,4,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,low,fair,settled
Thryonomys gregorianus-BIF,Thryonomys gregorianus,BIF,0.13571061,stable,stable,AF,LC,2707,MAMMALIA,Herbivore,Thryonomys gregorianus-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Thryonomys swinderianus-BIF,Thryonomys swinderianus,BIF,-0.425039756,stable,stable,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Thryonomys swinderianus-KRP,Thryonomys swinderianus,KRP,0.658483545,stable,stable,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Thryonomys swinderianus-NNN,Thryonomys swinderianus,NNN,0.12756396,stable,stable,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Thryonomys swinderianus-UDZ,Thryonomys swinderianus,UDZ,0.354420553,stable,increasing,AF,LC,4060,MAMMALIA,Herbivore,Thryonomys swinderianus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Tinamus guttatus-CAX,Tinamus guttatus,CAX,-0.76155755,stable,decreasing,LA,NT,689,AVES,Omnivore,Tinamus guttatus-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tinamus guttatus-COU,Tinamus guttatus,COU,1.547129579,increasing,increasing,LA,NT,689,AVES,Omnivore,Tinamus guttatus-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tinamus guttatus-YAN,Tinamus guttatus,YAN,1.93E-16,stable,stable,LA,NT,689,AVES,Omnivore,Tinamus guttatus-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Tinamus guttatus-YAS,Tinamus guttatus,YAS,-6.01E-16,stable,stable,LA,NT,689,AVES,Omnivore,Tinamus guttatus-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Tinamus major-BCI,Tinamus major,BCI,-0.557579079,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major-BCI,4,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,low,fair,extractive
Tinamus major-CAX,Tinamus major,CAX,-0.843476913,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tinamus major-COU,Tinamus major,COU,-0.94081594,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tinamus major-CSN,Tinamus major,CSN,0.086135339,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major-CSN,6,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,high,poor,remote
Tinamus major-MAN,Tinamus major,MAN,1.390254762,increasing,increasing,LA,NT,1100,AVES,Omnivore,Tinamus major-MAN,2,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,low,poor,extractive
Tinamus major-VB,Tinamus major,VB,-0.446144353,decreasing,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major-VB,7,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,low,fair,settled
Tinamus major-YAN,Tinamus major,YAN,-0.176259517,stable,stable,LA,NT,1100,AVES,Omnivore,Tinamus major-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Tinamus major-YAS,Tinamus major,YAS,-0.340519638,stable,decreasing,LA,NT,1100,AVES,Omnivore,Tinamus major-YAS,4,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,high,poor,remote
Tinamus tao-CAX,Tinamus tao,CAX,-0.294172978,stable,stable,LA,VU,1674,AVES,Omnivore,Tinamus tao-CAX,3,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,low,good,remote
Tinamus tao-COU,Tinamus tao,COU,0.516374293,increasing,increasing,LA,VU,1674,AVES,Omnivore,Tinamus tao-COU,3,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,low,good,remote
Tinamus tao-YAN,Tinamus tao,YAN,-0.20135588,stable,stable,LA,VU,1674,AVES,Omnivore,Tinamus tao-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Tragelaphus eurycerus-NNN,Tragelaphus eurycerus,NNN,-0.574394729,stable,decreasing,AF,NT,329003,MAMMALIA,Herbivore,Tragelaphus eurycerus-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Tragelaphus scriptus-BIF,Tragelaphus scriptus,BIF,0.784053621,stable,increasing,AF,LC,43250,MAMMALIA,Herbivore,Tragelaphus scriptus-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Tragelaphus scriptus-UDZ,Tragelaphus scriptus,UDZ,0.270889898,increasing,increasing,AF,LC,43250,MAMMALIA,Herbivore,Tragelaphus scriptus-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
Tragelaphus spekii-BIF,Tragelaphus spekii,BIF,1.41E-16,stable,stable,AF,LC,77999,MAMMALIA,Herbivore,Tragelaphus spekii-BIF,4,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,low,fair,settled
Tragelaphus spekii-NNN,Tragelaphus spekii,NNN,-7.08E-17,stable,stable,AF,LC,77999,MAMMALIA,Herbivore,Tragelaphus spekii-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Tragulus javanicus-BBS,Tragulus javanicus,BBS,-0.432307316,decreasing,decreasing,AS,DD,2250,MAMMALIA,Herbivore,Tragulus javanicus-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Tragulus kanchil-NAK,Tragulus kanchil,NAK,-0.452858132,decreasing,decreasing,AS,LC,2000,MAMMALIA,Herbivore,Tragulus kanchil-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Tragulus kanchil-PSH,Tragulus kanchil,PSH,0.354300439,stable,increasing,AS,LC,2000,MAMMALIA,Herbivore,Tragulus kanchil-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Tragulus napu-BBS,Tragulus napu,BBS,0.236377308,increasing,increasing,AS,LC,4000,MAMMALIA,Herbivore,Tragulus napu-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Tremarctos ornatus-YAN,Tremarctos ornatus,YAN,-0.843476913,stable,stable,LA,VU,140001,MAMMALIA,Omnivore,Tremarctos ornatus-YAN,3,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,low,good,remote
Trichys fasciculata-BBS,Trichys fasciculata,BBS,0.428737211,stable,stable,AS,LC,1750,MAMMALIA,Omnivore,Trichys fasciculata-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Tupaia glis-PSH,Tupaia glis,PSH,-0.049112874,stable,stable,AS,LC,159,MAMMALIA,Omnivore,Tupaia glis-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Tupaia tana-BBS,Tupaia tana,BBS,1.44E-15,stable,stable,AS,LC,198,MAMMALIA,Insectivore,Tupaia tana-BBS,4,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,low,fair,settled
Turtur brehmeri-KRP,Turtur brehmeri,KRP,-0.484534129,decreasing,decreasing,AF,LC,113,AVES,Omnivore,Turtur brehmeri-KRP,3,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,high,poor,extractive
Turtur brehmeri-NNN,Turtur brehmeri,NNN,0.190109183,stable,stable,AF,LC,113,AVES,Omnivore,Turtur brehmeri-NNN,5,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,low,fair,remote
Viverra zibetha-NAK,Viverra zibetha,NAK,0.13571061,stable,stable,AS,NT,9000,MAMMALIA,Omnivore,Viverra zibetha-NAK,4,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,high,fair,settled
Viverra zibetha-PSH,Viverra zibetha,PSH,1.93E-16,stable,stable,AS,NT,9000,MAMMALIA,Omnivore,Viverra zibetha-PSH,3,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,high,poor,settled
Xenoperdix udzungwensis-UDZ,Xenoperdix udzungwensis,UDZ,-0.354420553,stable,stable,AF,EN,225,AVES,Omnivore,Xenoperdix udzungwensis-UDZ,5,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,low,good,extractive
